State,Direction,Type,Site location,Distance (m),Height (cm),DAT
Wisconsin,Downwind,Non-covered,N-1,2,80,28
Wisconsin,Downwind,Non-covered,N-1,2,83,28
Wisconsin,Downwind,Non-covered,N-1,2.5,84,28
Wisconsin,Downwind,Non-covered,N-1,2.5,78,28
Wisconsin,Downwind,Non-covered,N-1,2.5,80,28
Wisconsin,Downwind,Non-covered,N-1,3,78,28
Wisconsin,Downwind,Non-covered,N-1,3,82,28
Wisconsin,Downwind,Non-covered,N-1,3,76,28
Wisconsin,Downwind,Non-covered,N-1,3.5,82,28
Wisconsin,Downwind,Non-covered,N-1,3.5,80,28
Wisconsin,Downwind,Non-covered,N-1,3.5,77,28
Wisconsin,Downwind,Non-covered,N-1,4,85,28
Wisconsin,Downwind,Non-covered,N-1,4,84,28
Wisconsin,Downwind,Non-covered,N-1,4,82,28
Wisconsin,Downwind,Non-covered,N-1,4.5,83,28
Wisconsin,Downwind,Non-covered,N-1,4.5,84,28
Wisconsin,Downwind,Non-covered,N-1,4.5,83,28
Wisconsin,Downwind,Non-covered,N-1,5,80,28
Wisconsin,Downwind,Non-covered,N-1,5,84,28
Wisconsin,Downwind,Non-covered,N-1,5,81,28
Wisconsin,Downwind,Non-covered,N-1,5.5,80,28
Wisconsin,Downwind,Non-covered,N-1,5.5,82,28
Wisconsin,Downwind,Non-covered,N-1,5.5,80,28
Wisconsin,Downwind,Non-covered,N-1,6,81,28
Wisconsin,Downwind,Non-covered,N-1,6,78,28
Wisconsin,Downwind,Non-covered,N-1,6,77,28
Wisconsin,Downwind,Non-covered,N-1,6.5,79,28
Wisconsin,Downwind,Non-covered,N-1,6.5,79,28
Wisconsin,Downwind,Non-covered,N-1,6.5,79,28
Wisconsin,Downwind,Non-covered,N-1,7,83,28
Wisconsin,Downwind,Non-covered,N-1,7,78,28
Wisconsin,Downwind,Non-covered,N-1,7,82,28
Wisconsin,Downwind,Non-covered,N-1,7.5,83,28
Wisconsin,Downwind,Non-covered,N-1,7.5,84,28
Wisconsin,Downwind,Non-covered,N-1,7.5,80,28
Wisconsin,Downwind,Non-covered,N-1,8,88,28
Wisconsin,Downwind,Non-covered,N-1,8,84,28
Wisconsin,Downwind,Non-covered,N-1,8,83,28
Wisconsin,Downwind,Non-covered,N-1,8.5,84,28
Wisconsin,Downwind,Non-covered,N-1,8.5,86,28
Wisconsin,Downwind,Non-covered,N-1,8.5,84,28
Wisconsin,Downwind,Non-covered,N-1,9,85,28
Wisconsin,Downwind,Non-covered,N-1,9,86,28
Wisconsin,Downwind,Non-covered,N-1,9,82,28
Wisconsin,Downwind,Non-covered,N-1,9.5,82,28
Wisconsin,Downwind,Non-covered,N-1,9.5,82,28
Wisconsin,Downwind,Non-covered,N-1,9.5,86,28
Wisconsin,Downwind,Non-covered,N-1,10,82,28
Wisconsin,Downwind,Non-covered,N-1,10,85,28
Wisconsin,Downwind,Non-covered,N-1,10,87,28
Wisconsin,Downwind,Non-covered,N-1,12.5,75,28
Wisconsin,Downwind,Non-covered,N-1,12.5,78,28
Wisconsin,Downwind,Non-covered,N-1,12.5,74,28
Wisconsin,Downwind,Non-covered,N-1,14.5,85,28
Wisconsin,Downwind,Non-covered,N-1,14.5,88,28
Wisconsin,Downwind,Non-covered,N-1,14.5,87,28
Wisconsin,Downwind,Non-covered,N-1,16.5,86,28
Wisconsin,Downwind,Non-covered,N-1,16.5,83,28
Wisconsin,Downwind,Non-covered,N-1,16.5,88,28
Wisconsin,Downwind,Non-covered,N-1,18.5,87,28
Wisconsin,Downwind,Non-covered,N-1,18.5,90,28
Wisconsin,Downwind,Non-covered,N-1,18.5,88,28
Wisconsin,Downwind,Non-covered,N-1,20.5,87,28
Wisconsin,Downwind,Non-covered,N-1,20.5,88,28
Wisconsin,Downwind,Non-covered,N-1,20.5,88,28
Wisconsin,Downwind,Non-covered,N-1,22.5,88,28
Wisconsin,Downwind,Non-covered,N-1,22.5,87,28
Wisconsin,Downwind,Non-covered,N-1,22.5,89,28
Wisconsin,Downwind,Non-covered,N-1,24.5,83,28
Wisconsin,Downwind,Non-covered,N-1,24.5,88,28
Wisconsin,Downwind,Non-covered,N-1,24.5,80,28
Wisconsin,Downwind,Non-covered,N-1,26.5,83,28
Wisconsin,Downwind,Non-covered,N-1,26.5,88,28
Wisconsin,Downwind,Non-covered,N-1,26.5,86,28
Wisconsin,Downwind,Non-covered,N-1,28.5,83,28
Wisconsin,Downwind,Non-covered,N-1,28.5,83,28
Wisconsin,Downwind,Non-covered,N-1,28.5,83,28
Wisconsin,Downwind,Non-covered,N-1,30.5,84,28
Wisconsin,Downwind,Non-covered,N-1,30.5,80,28
Wisconsin,Downwind,Non-covered,N-1,30.5,83,28
Wisconsin,Downwind,Non-covered,N-2,0,,28
Wisconsin,Downwind,Non-covered,N-2,0,,28
Wisconsin,Downwind,Non-covered,N-2,0,,28
Wisconsin,Downwind,Non-covered,N-2,0.5,70,28
Wisconsin,Downwind,Non-covered,N-2,0.5,84,28
Wisconsin,Downwind,Non-covered,N-2,0.5,82,28
Wisconsin,Downwind,Non-covered,N-2,1,86,28
Wisconsin,Downwind,Non-covered,N-2,1,77,28
Wisconsin,Downwind,Non-covered,N-2,1,79,28
Wisconsin,Downwind,Non-covered,N-2,1.5,80,28
Wisconsin,Downwind,Non-covered,N-2,1.5,80,28
Wisconsin,Downwind,Non-covered,N-2,1.5,81,28
Wisconsin,Downwind,Non-covered,N-2,2,81,28
Wisconsin,Downwind,Non-covered,N-2,2,84,28
Wisconsin,Downwind,Non-covered,N-2,2,81,28
Wisconsin,Downwind,Non-covered,N-2,2.5,75,28
Wisconsin,Downwind,Non-covered,N-2,2.5,85,28
Wisconsin,Downwind,Non-covered,N-2,2.5,86,28
Wisconsin,Downwind,Non-covered,N-2,3,85,28
Wisconsin,Downwind,Non-covered,N-2,3,90,28
Wisconsin,Downwind,Non-covered,N-2,3,83,28
Wisconsin,Downwind,Non-covered,N-2,3.5,89,28
Wisconsin,Downwind,Non-covered,N-2,3.5,85,28
Wisconsin,Downwind,Non-covered,N-2,3.5,83,28
Wisconsin,Downwind,Non-covered,N-2,4,86,28
Wisconsin,Downwind,Non-covered,N-2,4,84,28
Wisconsin,Downwind,Non-covered,N-2,4,85,28
Wisconsin,Downwind,Non-covered,N-2,4.5,85,28
Wisconsin,Downwind,Non-covered,N-2,4.5,85,28
Wisconsin,Downwind,Non-covered,N-2,4.5,85,28
Wisconsin,Downwind,Non-covered,N-2,5,83,28
Wisconsin,Downwind,Non-covered,N-2,5,84,28
Wisconsin,Downwind,Non-covered,N-2,5,84,28
Wisconsin,Downwind,Non-covered,N-2,5.5,84,28
Wisconsin,Downwind,Non-covered,N-2,5.5,85,28
Wisconsin,Downwind,Non-covered,N-2,5.5,85,28
Wisconsin,Downwind,Non-covered,N-2,6,89,28
Wisconsin,Downwind,Non-covered,N-2,6,84,28
Wisconsin,Downwind,Non-covered,N-2,6,85,28
Wisconsin,Downwind,Non-covered,N-2,6.5,87,28
Wisconsin,Downwind,Non-covered,N-2,6.5,85,28
Wisconsin,Downwind,Non-covered,N-2,6.5,82,28
Wisconsin,Downwind,Non-covered,N-2,7,88,28
Wisconsin,Downwind,Non-covered,N-2,7,88,28
Wisconsin,Downwind,Non-covered,N-2,7,87,28
Wisconsin,Downwind,Non-covered,N-2,7.5,90,28
Wisconsin,Downwind,Non-covered,N-2,7.5,91,28
Wisconsin,Downwind,Non-covered,N-2,7.5,85,28
Wisconsin,Downwind,Non-covered,N-2,8,88,28
Wisconsin,Downwind,Non-covered,N-2,8,85,28
Wisconsin,Downwind,Non-covered,N-2,8,87,28
Wisconsin,Downwind,Non-covered,N-2,8.5,84,28
Wisconsin,Downwind,Non-covered,N-2,8.5,83,28
Wisconsin,Downwind,Non-covered,N-2,8.5,88,28
Wisconsin,Downwind,Non-covered,N-2,9,84,28
Wisconsin,Downwind,Non-covered,N-2,9,84,28
Wisconsin,Downwind,Non-covered,N-2,9,86,28
Wisconsin,Downwind,Non-covered,N-2,9.5,82,28
Wisconsin,Downwind,Non-covered,N-2,9.5,86,28
Wisconsin,Downwind,Non-covered,N-2,9.5,87,28
Wisconsin,Downwind,Non-covered,N-2,10,87,28
Wisconsin,Downwind,Non-covered,N-2,10,86,28
Wisconsin,Downwind,Non-covered,N-2,10,88,28
Wisconsin,Downwind,Non-covered,N-3,0,,28
Wisconsin,Downwind,Non-covered,N-3,0,,28
Wisconsin,Downwind,Non-covered,N-3,0,,28
Wisconsin,Downwind,Non-covered,N-3,0.5,86,28
Wisconsin,Downwind,Non-covered,N-3,0.5,81,28
Wisconsin,Downwind,Non-covered,N-3,0.5,85,28
Wisconsin,Downwind,Non-covered,N-3,1,84,28
Wisconsin,Downwind,Non-covered,N-3,1,82,28
Wisconsin,Downwind,Non-covered,N-3,1,84,28
Wisconsin,Downwind,Non-covered,N-3,1.5,88,28
Wisconsin,Downwind,Non-covered,N-3,1.5,84,28
Wisconsin,Downwind,Non-covered,N-3,1.5,84,28
Wisconsin,Downwind,Non-covered,N-3,2,85,28
Wisconsin,Downwind,Non-covered,N-3,2,86,28
Wisconsin,Downwind,Non-covered,N-3,2,87,28
Wisconsin,Downwind,Non-covered,N-3,2.5,89,28
Wisconsin,Downwind,Non-covered,N-3,2.5,87,28
Wisconsin,Downwind,Non-covered,N-3,2.5,84,28
Wisconsin,Downwind,Non-covered,N-3,3,84,28
Wisconsin,Downwind,Non-covered,N-3,3,85,28
Wisconsin,Downwind,Non-covered,N-3,3,85,28
Wisconsin,Downwind,Non-covered,N-3,3.5,86,28
Wisconsin,Downwind,Non-covered,N-3,3.5,85,28
Wisconsin,Downwind,Non-covered,N-3,3.5,90,28
Wisconsin,Downwind,Non-covered,N-3,4,94,28
Wisconsin,Downwind,Non-covered,N-3,4,92,28
Wisconsin,Downwind,Non-covered,N-3,4,87,28
Wisconsin,Downwind,Non-covered,N-3,4.5,89,28
Wisconsin,Downwind,Non-covered,N-3,4.5,88,28
Wisconsin,Downwind,Non-covered,N-3,4.5,86,28
Wisconsin,Downwind,Non-covered,N-3,5,87,28
Wisconsin,Downwind,Non-covered,N-3,5,84,28
Wisconsin,Downwind,Non-covered,N-3,5,85,28
Wisconsin,Downwind,Non-covered,N-3,5.5,85,28
Wisconsin,Downwind,Non-covered,N-3,5.5,87,28
Wisconsin,Downwind,Non-covered,N-3,5.5,88,28
Wisconsin,Downwind,Non-covered,N-3,6,89,28
Wisconsin,Downwind,Non-covered,N-3,6,88,28
Wisconsin,Downwind,Non-covered,N-3,6,84,28
Wisconsin,Downwind,Non-covered,N-3,6.5,90,28
Wisconsin,Downwind,Non-covered,N-3,6.5,88,28
Wisconsin,Downwind,Non-covered,N-3,6.5,90,28
Wisconsin,Downwind,Non-covered,N-3,7,88,28
Wisconsin,Downwind,Non-covered,N-3,7,87,28
Wisconsin,Downwind,Non-covered,N-3,7,87,28
Wisconsin,Downwind,Non-covered,N-3,7.5,88,28
Wisconsin,Downwind,Non-covered,N-3,7.5,87,28
Wisconsin,Downwind,Non-covered,N-3,7.5,90,28
Wisconsin,Downwind,Non-covered,N-3,8,93,28
Wisconsin,Downwind,Non-covered,N-3,8,91,28
Wisconsin,Downwind,Non-covered,N-3,8,88,28
Wisconsin,Downwind,Non-covered,N-3,8.5,89,28
Wisconsin,Downwind,Non-covered,N-3,8.5,89,28
Wisconsin,Downwind,Non-covered,N-3,8.5,90,28
Wisconsin,Downwind,Non-covered,N-3,9,87,28
Wisconsin,Downwind,Non-covered,N-3,9,92,28
Wisconsin,Downwind,Non-covered,N-3,9,83,28
Wisconsin,Downwind,Non-covered,N-3,9.5,90,28
Wisconsin,Downwind,Non-covered,N-3,9.5,88,28
Wisconsin,Downwind,Non-covered,N-3,9.5,86,28
Wisconsin,Downwind,Non-covered,N-3,10,88,28
Wisconsin,Downwind,Non-covered,N-3,10,92,28
Wisconsin,Downwind,Non-covered,N-3,10,89,28
Wisconsin,Downwind,Covered,N-1,0,75,28
Wisconsin,Downwind,Covered,N-1,0,63,28
Wisconsin,Downwind,Covered,N-1,0,62,28
Wisconsin,Downwind,Covered,N-1,0.5,78,28
Wisconsin,Downwind,Covered,N-1,0.5,70,28
Wisconsin,Downwind,Covered,N-1,0.5,75,28
Wisconsin,Downwind,Covered,N-1,1,82,28
Wisconsin,Downwind,Covered,N-1,1,77,28
Wisconsin,Downwind,Covered,N-1,1,80,28
Wisconsin,Downwind,Covered,N-1,1.5,80,28
Wisconsin,Downwind,Covered,N-1,1.5,79,28
Wisconsin,Downwind,Covered,N-1,1.5,79,28
Wisconsin,Downwind,Covered,N-1,2,80,28
Wisconsin,Downwind,Covered,N-1,2,74,28
Wisconsin,Downwind,Covered,N-1,2,76,28
Wisconsin,Downwind,Covered,N-1,2.5,77,28
Wisconsin,Downwind,Covered,N-1,2.5,75,28
Wisconsin,Downwind,Covered,N-1,2.5,76,28
Wisconsin,Downwind,Covered,N-1,3,83,28
Wisconsin,Downwind,Covered,N-1,3,77,28
Wisconsin,Downwind,Covered,N-1,3,78,28
Wisconsin,Downwind,Covered,N-1,3.5,80,28
Wisconsin,Downwind,Covered,N-1,3.5,80,28
Wisconsin,Downwind,Covered,N-1,3.5,78,28
Wisconsin,Downwind,Covered,N-1,4,78,28
Wisconsin,Downwind,Covered,N-1,4,77,28
Wisconsin,Downwind,Covered,N-1,4,80,28
Wisconsin,Downwind,Covered,N-1,4.5,83,28
Wisconsin,Downwind,Covered,N-1,4.5,77,28
Wisconsin,Downwind,Covered,N-1,4.5,83,28
Wisconsin,Downwind,Covered,N-1,5,82,28
Wisconsin,Downwind,Covered,N-1,5,81,28
Wisconsin,Downwind,Covered,N-1,5,78,28
Wisconsin,Downwind,Covered,N-1,5.5,80,28
Wisconsin,Downwind,Covered,N-1,5.5,79,28
Wisconsin,Downwind,Covered,N-1,5.5,80,28
Wisconsin,Downwind,Covered,N-1,6,73,28
Wisconsin,Downwind,Covered,N-1,6,76,28
Wisconsin,Downwind,Covered,N-1,6,76,28
Wisconsin,Downwind,Covered,N-1,6.5,79,28
Wisconsin,Downwind,Covered,N-1,6.5,77,28
Wisconsin,Downwind,Covered,N-1,6.5,78,28
Wisconsin,Downwind,Covered,N-1,7,83,28
Wisconsin,Downwind,Covered,N-1,7,84,28
Wisconsin,Downwind,Covered,N-1,7,81,28
Wisconsin,Downwind,Covered,N-1,7.5,83,28
Wisconsin,Downwind,Covered,N-1,7.5,84,28
Wisconsin,Downwind,Covered,N-1,7.5,82,28
Wisconsin,Downwind,Covered,N-1,8,88,28
Wisconsin,Downwind,Covered,N-1,8,84,28
Wisconsin,Downwind,Covered,N-1,8,84,28
Wisconsin,Downwind,Covered,N-1,8.5,87,28
Wisconsin,Downwind,Covered,N-1,8.5,84,28
Wisconsin,Downwind,Covered,N-1,8.5,84,28
Wisconsin,Downwind,Covered,N-1,9,86,28
Wisconsin,Downwind,Covered,N-1,9,84,28
Wisconsin,Downwind,Covered,N-1,9,80,28
Wisconsin,Downwind,Covered,N-1,9.5,88,28
Wisconsin,Downwind,Covered,N-1,9.5,86,28
Wisconsin,Downwind,Covered,N-1,9.5,84,28
Wisconsin,Downwind,Covered,N-1,10,83,28
Wisconsin,Downwind,Covered,N-1,10,83,28
Wisconsin,Downwind,Covered,N-1,10,82,28
Wisconsin,Downwind,Covered,N-2,0,82,28
Wisconsin,Downwind,Covered,N-2,0,84,28
Wisconsin,Downwind,Covered,N-2,0,82,28
Wisconsin,Downwind,Covered,N-2,0.5,85,28
Wisconsin,Downwind,Covered,N-2,0.5,85,28
Wisconsin,Downwind,Covered,N-2,0.5,86,28
Wisconsin,Downwind,Covered,N-2,1,89,28
Wisconsin,Downwind,Covered,N-2,1,87,28
Wisconsin,Downwind,Covered,N-2,1,84,28
Wisconsin,Downwind,Covered,N-2,1.5,85,28
Wisconsin,Downwind,Covered,N-2,1.5,87,28
Wisconsin,Downwind,Covered,N-2,1.5,84,28
Wisconsin,Downwind,Covered,N-2,2,85,28
Wisconsin,Downwind,Covered,N-2,2,86,28
Wisconsin,Downwind,Covered,N-2,2,87,28
Wisconsin,Downwind,Covered,N-2,2.5,83,28
Wisconsin,Downwind,Covered,N-2,2.5,85,28
Wisconsin,Downwind,Covered,N-2,2.5,83,28
Wisconsin,Downwind,Covered,N-2,3,85,28
Wisconsin,Downwind,Covered,N-2,3,86,28
Wisconsin,Downwind,Covered,N-2,3,87,28
Wisconsin,Downwind,Covered,N-2,3.5,86,28
Wisconsin,Downwind,Covered,N-2,3.5,88,28
Wisconsin,Downwind,Covered,N-2,3.5,85,28
Wisconsin,Downwind,Covered,N-2,4,90,28
Wisconsin,Downwind,Covered,N-2,4,93,28
Wisconsin,Downwind,Covered,N-2,4,91,28
Wisconsin,Downwind,Covered,N-2,4.5,85,28
Wisconsin,Downwind,Covered,N-2,4.5,87,28
Wisconsin,Downwind,Covered,N-2,4.5,89,28
Wisconsin,Downwind,Covered,N-2,5,87,28
Wisconsin,Downwind,Covered,N-2,5,80,28
Wisconsin,Downwind,Covered,N-2,5,87,28
Wisconsin,Downwind,Covered,N-2,5.5,83,28
Wisconsin,Downwind,Covered,N-2,5.5,84,28
Wisconsin,Downwind,Covered,N-2,5.5,84,28
Wisconsin,Downwind,Covered,N-2,6,86,28
Wisconsin,Downwind,Covered,N-2,6,87,28
Wisconsin,Downwind,Covered,N-2,6,84,28
Wisconsin,Downwind,Covered,N-2,6.5,84,28
Wisconsin,Downwind,Covered,N-2,6.5,88,28
Wisconsin,Downwind,Covered,N-2,6.5,85,28
Wisconsin,Downwind,Covered,N-2,7,88,28
Wisconsin,Downwind,Covered,N-2,7,89,28
Wisconsin,Downwind,Covered,N-2,7,87,28
Wisconsin,Downwind,Covered,N-2,7.5,90,28
Wisconsin,Downwind,Covered,N-2,7.5,90,28
Wisconsin,Downwind,Covered,N-2,7.5,90,28
Wisconsin,Downwind,Covered,N-2,8,84,28
Wisconsin,Downwind,Covered,N-2,8,90,28
Wisconsin,Downwind,Covered,N-2,8,91,28
Wisconsin,Downwind,Covered,N-2,8.5,87,28
Wisconsin,Downwind,Covered,N-2,8.5,86,28
Wisconsin,Downwind,Covered,N-2,8.5,88,28
Wisconsin,Downwind,Covered,N-2,9,86,28
Wisconsin,Downwind,Covered,N-2,9,86,28
Wisconsin,Downwind,Covered,N-2,9,92,28
Wisconsin,Downwind,Covered,N-2,9.5,90,28
Wisconsin,Downwind,Covered,N-2,9.5,89,28
Wisconsin,Downwind,Covered,N-2,9.5,89,28
Wisconsin,Downwind,Covered,N-2,10,91,28
Wisconsin,Downwind,Covered,N-2,10,90,28
Wisconsin,Downwind,Covered,N-2,10,91,28
Wisconsin,Downwind,Covered,N-3,0,85,28
Wisconsin,Downwind,Covered,N-3,0,86,28
Wisconsin,Downwind,Covered,N-3,0,86,28
Wisconsin,Downwind,Covered,N-3,0.5,85,28
Wisconsin,Downwind,Covered,N-3,0.5,88,28
Wisconsin,Downwind,Covered,N-3,0.5,83,28
Wisconsin,Downwind,Covered,N-3,1,83,28
Wisconsin,Downwind,Covered,N-3,1,82,28
Wisconsin,Downwind,Covered,N-3,1,82,28
Wisconsin,Downwind,Covered,N-3,1.5,85,28
Wisconsin,Downwind,Covered,N-3,1.5,81,28
Wisconsin,Downwind,Covered,N-3,1.5,82,28
Wisconsin,Downwind,Covered,N-3,2,88,28
Wisconsin,Downwind,Covered,N-3,2,88,28
Wisconsin,Downwind,Covered,N-3,2,85,28
Wisconsin,Downwind,Covered,N-3,2.5,85,28
Wisconsin,Downwind,Covered,N-3,2.5,83,28
Wisconsin,Downwind,Covered,N-3,2.5,90,28
Wisconsin,Downwind,Covered,N-3,3,86,28
Wisconsin,Downwind,Covered,N-3,3,88,28
Wisconsin,Downwind,Covered,N-3,3,85,28
Wisconsin,Downwind,Covered,N-3,3.5,88,28
Wisconsin,Downwind,Covered,N-3,3.5,86,28
Wisconsin,Downwind,Covered,N-3,3.5,92,28
Wisconsin,Downwind,Covered,N-3,4,81,28
Wisconsin,Downwind,Covered,N-3,4,86,28
Wisconsin,Downwind,Covered,N-3,4,85,28
Wisconsin,Downwind,Covered,N-3,4.5,82,28
Wisconsin,Downwind,Covered,N-3,4.5,85,28
Wisconsin,Downwind,Covered,N-3,4.5,83,28
Wisconsin,Downwind,Covered,N-3,5,86,28
Wisconsin,Downwind,Covered,N-3,5,84,28
Wisconsin,Downwind,Covered,N-3,5,85,28
Wisconsin,Downwind,Covered,N-3,5.5,83,28
Wisconsin,Downwind,Covered,N-3,5.5,82,28
Wisconsin,Downwind,Covered,N-3,5.5,82,28
Wisconsin,Downwind,Covered,N-3,6,87,28
Wisconsin,Downwind,Covered,N-3,6,84,28
Wisconsin,Downwind,Covered,N-3,6,84,28
Wisconsin,Downwind,Covered,N-3,6.5,87,28
Wisconsin,Downwind,Covered,N-3,6.5,88,28
Wisconsin,Downwind,Covered,N-3,6.5,86,28
Wisconsin,Downwind,Covered,N-3,7,89,28
Wisconsin,Downwind,Covered,N-3,7,86,28
Wisconsin,Downwind,Covered,N-3,7,80,28
Wisconsin,Downwind,Covered,N-3,7.5,89,28
Wisconsin,Downwind,Covered,N-3,7.5,82,28
Wisconsin,Downwind,Covered,N-3,7.5,83,28
Wisconsin,Downwind,Covered,N-3,8,89,28
Wisconsin,Downwind,Covered,N-3,8,85,28
Wisconsin,Downwind,Covered,N-3,8,86,28
Wisconsin,Downwind,Covered,N-3,8.5,80,28
Wisconsin,Downwind,Covered,N-3,8.5,84,28
Wisconsin,Downwind,Covered,N-3,8.5,85,28
Wisconsin,Downwind,Covered,N-3,9,82,28
Wisconsin,Downwind,Covered,N-3,9,81,28
Wisconsin,Downwind,Covered,N-3,9,81,28
Wisconsin,Downwind,Covered,N-3,9.5,78,28
Wisconsin,Downwind,Covered,N-3,9.5,84,28
Wisconsin,Downwind,Covered,N-3,9.5,82,28
Wisconsin,Downwind,Covered,N-3,10,84,28
Wisconsin,Downwind,Covered,N-3,10,81,28
Wisconsin,Downwind,Covered,N-3,10,83,28
Wisconsin,Downwind,Non-covered,N-2,12.5,83,28
Wisconsin,Downwind,Non-covered,N-2,12.5,87,28
Wisconsin,Downwind,Non-covered,N-2,12.5,83,28
Wisconsin,Downwind,Non-covered,N-2,14.5,87,28
Wisconsin,Downwind,Non-covered,N-2,14.5,85,28
Wisconsin,Downwind,Non-covered,N-2,14.5,88,28
Wisconsin,Downwind,Non-covered,N-2,16.5,86,28
Wisconsin,Downwind,Non-covered,N-2,16.5,89,28
Wisconsin,Downwind,Non-covered,N-2,16.5,86,28
Wisconsin,Downwind,Non-covered,N-2,18.5,83,28
Wisconsin,Downwind,Non-covered,N-2,18.5,84,28
Wisconsin,Downwind,Non-covered,N-2,18.5,83,28
Wisconsin,Downwind,Non-covered,N-2,20.5,86,28
Wisconsin,Downwind,Non-covered,N-2,20.5,91,28
Wisconsin,Downwind,Non-covered,N-2,20.5,90,28
Wisconsin,Downwind,Non-covered,N-2,22.5,89,28
Wisconsin,Downwind,Non-covered,N-2,22.5,83,28
Wisconsin,Downwind,Non-covered,N-2,22.5,88,28
Wisconsin,Downwind,Non-covered,N-2,24.5,87,28
Wisconsin,Downwind,Non-covered,N-2,24.5,88,28
Wisconsin,Downwind,Non-covered,N-2,24.5,88,28
Wisconsin,Downwind,Non-covered,N-2,26.5,90,28
Wisconsin,Downwind,Non-covered,N-2,26.5,86,28
Wisconsin,Downwind,Non-covered,N-2,26.5,88,28
Wisconsin,Downwind,Non-covered,N-2,28.5,92,28
Wisconsin,Downwind,Non-covered,N-2,28.5,90,28
Wisconsin,Downwind,Non-covered,N-2,28.5,91,28
Wisconsin,Downwind,Non-covered,N-2,30.5,82,28
Wisconsin,Downwind,Non-covered,N-2,30.5,82,28
Wisconsin,Downwind,Non-covered,N-2,30.5,87,28
Wisconsin,Downwind,Non-covered,N-3,12.5,85,28
Wisconsin,Downwind,Non-covered,N-3,12.5,84,28
Wisconsin,Downwind,Non-covered,N-3,12.5,81,28
Wisconsin,Downwind,Non-covered,N-3,14.5,86,28
Wisconsin,Downwind,Non-covered,N-3,14.5,85,28
Wisconsin,Downwind,Non-covered,N-3,14.5,82,28
Wisconsin,Downwind,Non-covered,N-3,16.5,88,28
Wisconsin,Downwind,Non-covered,N-3,16.5,89,28
Wisconsin,Downwind,Non-covered,N-3,16.5,89,28
Wisconsin,Downwind,Non-covered,N-3,18.5,85,28
Wisconsin,Downwind,Non-covered,N-3,18.5,85,28
Wisconsin,Downwind,Non-covered,N-3,18.5,85,28
Wisconsin,Downwind,Non-covered,N-3,20.5,86,28
Wisconsin,Downwind,Non-covered,N-3,20.5,100,28
Wisconsin,Downwind,Non-covered,N-3,20.5,88,28
Wisconsin,Downwind,Non-covered,N-3,22.5,82,28
Wisconsin,Downwind,Non-covered,N-3,22.5,84,28
Wisconsin,Downwind,Non-covered,N-3,22.5,82,28
Wisconsin,Downwind,Non-covered,N-3,24.5,85,28
Wisconsin,Downwind,Non-covered,N-3,24.5,85,28
Wisconsin,Downwind,Non-covered,N-3,24.5,87,28
Wisconsin,Downwind,Non-covered,N-3,26.5,85,28
Wisconsin,Downwind,Non-covered,N-3,26.5,83,28
Wisconsin,Downwind,Non-covered,N-3,26.5,83,28
Wisconsin,Downwind,Non-covered,N-3,28.5,84,28
Wisconsin,Downwind,Non-covered,N-3,28.5,83,28
Wisconsin,Downwind,Non-covered,N-3,28.5,80,28
Wisconsin,Downwind,Non-covered,N-3,30.5,87,28
Wisconsin,Downwind,Non-covered,N-3,30.5,80,28
Wisconsin,Downwind,Non-covered,N-3,30.5,88,28
Wisconsin,Upwind,Non-covered,S-1,0,,28
Wisconsin,Upwind,Non-covered,S-1,0,,28
Wisconsin,Upwind,Non-covered,S-1,0,,28
Wisconsin,Upwind,Non-covered,S-1,0.5,62,28
Wisconsin,Upwind,Non-covered,S-1,0.5,70,28
Wisconsin,Upwind,Non-covered,S-1,0.5,68,28
Wisconsin,Upwind,Non-covered,S-1,1,66,28
Wisconsin,Upwind,Non-covered,S-1,1,65,28
Wisconsin,Upwind,Non-covered,S-1,1,60,28
Wisconsin,Upwind,Non-covered,S-1,1.5,65,28
Wisconsin,Upwind,Non-covered,S-1,1.5,62,28
Wisconsin,Upwind,Non-covered,S-1,1.5,65,28
Wisconsin,Upwind,Non-covered,S-1,2,69,28
Wisconsin,Upwind,Non-covered,S-1,2,63,28
Wisconsin,Upwind,Non-covered,S-1,2,58,28
Wisconsin,Upwind,Non-covered,S-1,2.5,68,28
Wisconsin,Upwind,Non-covered,S-1,2.5,66,28
Wisconsin,Upwind,Non-covered,S-1,2.5,62,28
Wisconsin,Upwind,Non-covered,S-1,3,67,28
Wisconsin,Upwind,Non-covered,S-1,3,67,28
Wisconsin,Upwind,Non-covered,S-1,3,77,28
Wisconsin,Upwind,Non-covered,S-1,3.5,75,28
Wisconsin,Upwind,Non-covered,S-1,3.5,81,28
Wisconsin,Upwind,Non-covered,S-1,3.5,82,28
Wisconsin,Upwind,Non-covered,S-1,4,88,28
Wisconsin,Upwind,Non-covered,S-1,4,87,28
Wisconsin,Upwind,Non-covered,S-1,4,84,28
Wisconsin,Upwind,Non-covered,S-1,4.5,85,28
Wisconsin,Upwind,Non-covered,S-1,4.5,79,28
Wisconsin,Upwind,Non-covered,S-1,4.5,85,28
Wisconsin,Upwind,Non-covered,S-1,5,85,28
Wisconsin,Upwind,Non-covered,S-1,5,81,28
Wisconsin,Upwind,Non-covered,S-1,5,87,28
Wisconsin,Upwind,Non-covered,S-1,5.5,85,28
Wisconsin,Upwind,Non-covered,S-1,5.5,84,28
Wisconsin,Upwind,Non-covered,S-1,5.5,78,28
Wisconsin,Upwind,Non-covered,S-1,6,76,28
